NC_046361.1	3016916	3017422	1	-0.108500	10	0.18	0.5	0.74875	0.85725
NC_046361.1	7535237	7535347	1	0.153125	12	0.0063	0.018	0.48854	0.33542
NC_046361.1	18914632	18914695	1	0.101000	10	0.013	0.016	0.39225	0.29125
NC_046361.1	42602416	42603099	1	-0.100500	10	0.18	0.29	0.499	0.5995
NC_046362.1	36088034	36088513	1	-0.101250	12	0.019	0.024	0.69917	0.80042
NC_046363.1	16925522	16925605	1	0.121500	10	0.0054	0.0059	0.204	0.0825
NC_046363.1	38268411	38268445	1	-0.125750	10	0.00016	0.00025	0.00375	0.1295
NC_046364.1	4016784	4017171	1	-0.102250	10	0.3	0.42	0.38625	0.4885
NC_046364.1	11567153	11567234	1	-0.185500	10	0.22	0.35	0.7825	0.968
NC_046365.1	25670589	25670721	1	-0.137500	10	0.089	0.34	0.3475	0.485
NC_046365.1	42250674	42250693	1	0.192250	10	0.16	0.071	0.30275	0.1105
NC_046366.1	24727335	24727354	1	0.141250	10	0.32	0.24	0.316	0.17475
NC_046367.1	25968930	25969286	1	0.143250	10	0.95	0.42	0.88025	0.737
NC_046368.1	13724003	13724328	1	-0.134000	10	0.072	0.088	0.5985	0.7325
NC_046368.1	19731588	19731682	1	-0.107000	10	0.057	0.03	0.322	0.429
NC_046369.1	24226561	24226580	1	0.154750	10	0.28	0.071	0.2485	0.09375
NC_046369.1	28650018	28650070	1	0.134000	10	0.096	0.24	0.31375	0.17975
NC_046369.1	40018168	40018249	1	-0.198000	10	0.21	0.15	0.769	0.967
NC_046371.1	4175920	4175957	1	0.127083	12	0.43	0.2	0.24729	0.12021
NC_046371.1	14923038	14923062	1	0.127500	11	0.61	0.29	0.23682	0.10932
NC_046371.1	39352053	39352292	1	-0.202750	10	0.0016	0.0041	0.68725	0.89
NC_046372.1	4821777	4821829	1	0.123000	10	0.12	0.42	0.28325	0.16025
NC_046372.1	21662561	21662607	1	-0.132000	10	0.098	0.23	0.65825	0.79025
NC_046372.1	45880335	45880419	1	0.150750	10	0.035	0.12	0.15175	0.001
NC_046373.1	27557301	27557395	1	-0.107000	10	0.057	0.03	0.322	0.429
NC_046373.1	27614761	27614855	1	-0.107000	10	0.057	0.03	0.322	0.429
NC_046373.1	27657532	27657626	1	-0.107000	10	0.057	0.03	0.322	0.429
NC_046373.1	35632596	35632749	1	0.114500	10	0.061	0.089	0.29625	0.18175
NC_046374.1	28794877	28795111	1	0.165750	10	0.037	0.031	0.582	0.41625
NC_046375.1	13385889	13385913	1	0.129318	11	0.61	0.24	0.23091	0.10159
NC_046376.1	5960777	5960987	1	-0.108500	10	0.09	0.24	0.5355	0.644
NC_046376.1	34666980	34667367	1	-0.103750	10	0.23	0.35	0.38825	0.492
NC_046377.1	7234312	7234401	1	0.199750	10	0.00022	0.0013	0.25725	0.0575
NC_046379.1	3528929	3528981	1	0.128000	10	0.11	0.35	0.307	0.179
NC_046379.1	25964576	25964670	1	0.100500	10	0.039	0.24	0.1235	0.023
NC_046380.1	19866250	19866606	1	0.165500	10	0.77	0.42	0.89275	0.72725
NC_046380.1	25959541	25959622	1	-0.198000	10	0.21	0.15	0.769	0.967
NC_046380.1	33618045	33618064	1	0.136000	10	0.64	0.35	0.24825	0.11225
NC_046380.1	34825272	34825296	1	0.155000	11	0.1	0.047	0.36636	0.21136
NC_046380.1	34912166	34912185	1	0.134000	10	0.65	0.35	0.24625	0.11225
NC_046380.1	34921915	34921939	1	0.137045	11	0.6	0.24	0.23636	0.099318
NC_046381.1	33082904	33083520	1	-0.116818	11	0.0031	0.045	0.77068	0.8875
NC_046382.1	1169250	1169637	1	-0.102750	10	0.26	0.35	0.38875	0.4915
NC_046382.1	3155208	3155652	1	0.103500	10	0.47	0.83	0.2315	0.128
NC_046382.1	13238890	13238942	1	0.134500	10	0.09	0.24	0.31375	0.17925
NC_046382.1	40545493	40545596	1	0.240000	10	0.0069	0.00084	0.42175	0.18175
NC_046383.1	9441678	9441775	1	0.155500	10	0.08	0.23	0.3395	0.184
