NC_046361.1	134078	134242	1	0.142083	14	0.0062	0.062	0.89476	0.75268
NC_046361.1	292677	292959	1	0.159083	10	0.23	0.3	0.81933	0.66025
NC_046361.1	645997	646125	1	0.113250	10	0.039	0.21	0.617	0.50375
NC_046361.1	977976	978412	1	0.103258	11	0.11	0.15	0.59758	0.49432
NC_046361.1	1292122	1292312	1	0.249948	16	6.1e-06	0.00033	0.69292	0.44297
NC_046361.1	1294080	1294267	1	0.231603	13	4.3e-05	0.00092	0.65487	0.42327
NC_046361.1	1330082	1330422	1	0.114167	10	0.04	0.13	0.80067	0.6865
NC_046361.1	1343121	1343264	1	0.163250	10	0.0025	0.027	0.883	0.71975
NC_046361.1	1586981	1587047	0.26	0.226759	18	1.8e-08	2.2e-06	0.55093	0.32417
NC_046361.1	3081187	3081433	1	0.200897	13	0.0012	0.013	0.75205	0.55115
NC_046361.1	4828566	4828767	1	0.100347	12	0.24	0.34	0.84056	0.74021
NC_046361.1	5411834	5411928	0.045	0.511591	11	1e-06	3.8e-07	0.90636	0.39477
NC_046361.1	5420132	5420226	0.046	0.523636	11	7.4e-07	3.9e-07	0.91545	0.39182
NC_046361.1	5594997	5595057	1	-0.106250	10	0.085	0.24	0.406	0.51225
NC_046361.1	5808413	5808660	0.86	0.263906	16	1.2e-08	7.3e-06	0.86438	0.60047
NC_046361.1	6866579	6866611	1	0.141750	10	0.31	0.32	0.924	0.78225
NC_046361.1	8727038	8727440	1	0.141917	10	0.002	0.038	0.82067	0.67875
NC_046361.1	9324088	9324150	1	0.198056	12	0.075	0.038	0.85056	0.6525
NC_046361.1	10538169	10538240	1	0.159417	10	0.0028	0.0051	0.47267	0.31325
NC_046361.1	13057160	13057423	1	0.104236	12	0.072	0.11	0.85778	0.75354
NC_046361.1	14759015	14759093	1	0.114861	12	0.55	0.41	0.90528	0.79042
NC_046361.1	14929706	14929876	1	-0.153250	10	0.00042	0.0018	0.004	0.15725
NC_046361.1	15421656	15421782	1	0.321917	10	4.9e-05	0.0003	0.69467	0.37275
NC_046361.1	15562196	15562243	1	0.130667	10	0.00025	0.00019	0.88167	0.751
NC_046361.1	15562513	15562771	1	0.127083	16	0.00084	0.0086	0.89021	0.76313
NC_046361.1	16530528	16530708	1	0.267500	10	0.00023	0.0021	0.784	0.5165
NC_046361.1	17290603	17290962	1	0.131111	12	0.086	0.17	0.87861	0.7475
NC_046361.1	18819145	18819370	1	0.103417	10	0.085	0.054	0.83567	0.73225
NC_046361.1	18914632	18914695	1	0.122417	10	0.0016	0.00096	0.33867	0.21625
NC_046361.1	19175297	19175599	1	0.125750	10	0.032	0.038	0.917	0.79125
NC_046361.1	22359903	22360111	1	0.219236	12	0.0016	0.0083	0.88444	0.66521
NC_046361.1	24573169	24573266	1	0.233611	15	3.8e-06	0.00024	0.54778	0.31417
NC_046361.1	25154970	25155044	1	0.118833	10	0.0063	0.018	0.35533	0.2365
NC_046361.1	26715583	26715602	1	0.214750	10	0.017	0.0097	0.854	0.63925
NC_046361.1	28140330	28140450	1	0.170417	10	0.0059	0.018	0.52167	0.35125
NC_046361.1	31971594	31971629	1	0.123000	10	0.056	0.34	0.224	0.101
NC_046361.1	32998301	32998421	1	0.130764	12	0.0049	0.025	0.82639	0.69563
NC_046361.1	34786468	34786600	1	-0.167667	10	0.009	0.045	0.53133	0.699
NC_046361.1	35396046	35396101	1	0.119500	10	0.027	0.077	0.965	0.8455
NC_046361.1	36642940	36643283	1	0.106833	10	0.36	0.56	0.78933	0.6825
NC_046361.1	37547884	37547998	1	-0.151417	10	0.046	0.25	0.073333	0.22475
NC_046361.1	38980970	38981153	1	0.203278	15	0.00014	0.0025	0.36378	0.1605
NC_046361.1	38983146	38983339	1	0.179896	16	0.00034	0.016	0.35646	0.17656
NC_046361.1	39903078	39903323	1	0.116500	10	0.094	0.17	0.964	0.8475
NC_046361.1	39903722	39903747	1	0.133013	13	0.059	0.14	0.79051	0.6575
NC_046361.1	39979479	39979768	1	0.105333	10	0.16	0.38	0.71333	0.608
NC_046361.1	40345424	40345752	1	0.176583	10	0.066	0.15	0.74533	0.56875
NC_046361.1	40356395	40356630	1	0.109333	10	0.45	0.3	0.95733	0.848
NC_046361.1	40357023	40357085	1	0.163583	10	0.014	0.069	0.69833	0.53475
NC_046361.1	40623397	40623733	1	0.198917	10	0.018	0.084	0.84567	0.64675
NC_046361.1	40988516	40988788	1	0.160083	10	0.011	0.07	0.83033	0.67025
NC_046361.1	41037430	41037626	1	0.115917	10	0.15	0.15	0.89267	0.77675
NC_046361.1	41996830	41997341	1	0.189697	11	0.054	0.15	0.65424	0.46455
NC_046361.1	41997840	41998004	0.011	0.489667	10	3.9e-09	9.3e-08	0.75867	0.269
NC_046361.1	42026216	42026452	1	0.212292	12	0.0045	0.017	0.75167	0.53937
NC_046361.1	42092435	42092573	1	0.230379	11	2.7e-06	4.2e-05	0.37697	0.14659
NC_046361.1	42142694	42142964	1	0.154861	12	0.025	0.017	0.47111	0.31625
NC_046361.1	42147725	42148007	1	0.191288	11	0.012	0.011	0.47061	0.27932
NC_046361.1	42573927	42574159	1	0.129028	12	0.076	0.24	0.85861	0.72958
NC_046361.1	42600057	42600477	1	0.103000	10	0.068	0.27	0.758	0.655
NC_046361.1	42788651	42788697	1	0.133417	10	0.016	0.0032	0.38667	0.25325
NC_046361.1	43501907	43502581	1	0.108333	10	0.13	0.13	0.77933	0.671
NC_046362.1	171752	171798	1	0.168258	11	0.093	0.087	0.66121	0.49295
NC_046362.1	268234	268452	1	0.127583	10	0.041	0.076	0.88433	0.75675
NC_046362.1	270303	270463	1	0.233667	10	0.026	0.062	0.89067	0.657
NC_046362.1	564781	565140	1	0.146083	10	0.019	0.17	0.84233	0.69625
NC_046362.1	1013834	1013985	1	0.142667	10	0.1	0.3	0.79367	0.651
NC_046362.1	2295972	2296156	1	0.151833	10	0.069	0.38	0.74933	0.5975
NC_046362.1	2296290	2296623	1	0.135833	10	0.42	0.23	0.85033	0.7145
NC_046362.1	2433472	2433731	1	0.142000	10	0.2	0.11	0.849	0.707
NC_046362.1	3139919	3140007	1	0.142976	14	0.012	0.072	0.7619	0.61893
NC_046362.1	4497401	4497690	1	0.120750	10	0.023	0.12	0.842	0.72125
NC_046362.1	4498386	4498853	1	0.117000	10	0.17	0.39	0.692	0.575
NC_046362.1	4788873	4789162	1	0.112417	10	0.033	0.17	0.83767	0.72525
NC_046362.1	5390122	5390212	1	0.156417	10	0.01	0.077	0.77367	0.61725
NC_046362.1	5836827	5836954	1	0.217583	10	0.0011	0.039	0.87233	0.65475
NC_046362.1	8063166	8063297	1	0.259000	10	0.00012	0.0005	0.507	0.248
NC_046362.1	8306440	8306610	1	0.289167	10	0.00048	0.013	0.81867	0.5295
NC_046362.1	8509262	8509690	1	0.157976	14	0.0048	0.016	0.80976	0.65179
NC_046362.1	9598603	9599231	1	0.212424	11	0.017	0.028	0.67788	0.46545
NC_046362.1	9605496	9605643	1	-0.142917	10	0.12	0.46	0.39233	0.53525
NC_046362.1	9610746	9610975	1	0.119333	10	0.27	0.32	0.91233	0.793
NC_046362.1	9970241	9970426	1	0.172821	13	0.057	0.1	0.94667	0.77385
NC_046362.1	10711401	10711683	1	0.112372	13	0.026	0.0065	0.82795	0.71558
NC_046362.1	10959451	10959603	1	0.106528	12	0.04	0.11	0.68861	0.58208
NC_046362.1	10959666	10959887	1	0.115083	10	0.11	0.29	0.73033	0.61525
NC_046362.1	10963552	10963784	1	0.130833	12	0.075	0.16	0.86	0.72917
NC_046362.1	10968822	10969080	1	0.125417	14	0.015	0.034	0.94095	0.81554
NC_046362.1	11328690	11328919	1	0.118712	11	0.07	0.15	0.75394	0.63523
NC_046362.1	12211924	12212173	1	0.177000	10	0.085	0.25	0.834	0.657
NC_046362.1	12249050	12249200	1	0.148333	10	0.031	0.23	0.74233	0.594
NC_046362.1	17512764	17512780	1	0.163333	12	0.00075	0.0014	0.84583	0.6825
NC_046362.1	18039751	18039824	0.00037	0.105833	12	8.9e-10	3.1e-09	0.10833	0.0025
NC_046362.1	18431866	18432093	1	0.109514	12	0.0018	0.0097	0.90472	0.79521
NC_046362.1	19401043	19401284	1	0.112440	14	0.059	0.2	0.79833	0.68589
NC_046362.1	19919420	19919777	1	0.224345	14	0.0068	0.058	0.33524	0.11089
NC_046362.1	20815566	20815972	1	0.121917	10	0.023	0.091	0.81167	0.68975
NC_046362.1	20816900	20817208	1	0.149917	10	0.09	0.27	0.74867	0.59875
