KN805526.1	5436486	5436570	1	0.150750	10	0.035	0.12	0.15175	0.001
KN805673.1	567516	567949	1	-0.128750	10	0.037	0.04	0.76225	0.891
KN805834.1	391992	392014	1	0.143250	10	0.37	0.24	0.24825	0.105
KN806088.1	8	353	1	-0.169250	10	0.015	0.066	0.4045	0.57375
KN806253.1	127531	127874	1	-0.113750	14	0.0023	0.0018	0.72911	0.84286
KN806694.1	15946	16221	1	0.129000	10	0.45	0.67	0.1855	0.0565
KN806738.1	33447	33891	1	0.103500	10	0.47	0.83	0.2315	0.128
KN807111.1	6742	6870	1	0.143182	11	0.027	0.015	0.32682	0.18364
KN811289.1	5663297	5663394	1	0.155500	10	0.08	0.23	0.3395	0.184
KN811306.1	679008	679035	1	-0.199000	10	0.016	0.23	0.11275	0.31175
KN811364.1	190243	190669	1	-0.150250	10	0.028	0.071	0.61075	0.761
KN811416.1	979675	979764	1	0.188500	10	0.00057	0.002	0.246	0.0575
KN811417.1	739989	740069	1	-0.126000	10	0.36	0.5	0.7565	0.8825
KN811442.1	226995	227080	1	0.157083	12	0.0021	0.024	0.19063	0.033542
KN811456.1	723400	723434	1	-0.125750	10	0.00016	0.00025	0.00375	0.1295
KN811486.1	859088	859367	1	-0.103000	10	0.34	0.5	0.208	0.311
KN811550.1	428041	428146	0.0013	0.332250	10	5.7e-08	5.9e-08	0.336	0.00375
KN811576.1	692765	692842	1	0.101500	10	0.039	0.24	0.1245	0.023
KN811603.1	161336	161591	1	0.153667	15	0.015	0.078	0.204	0.050333
