KN805526.1	5436486	5436570	1	0.150750	10	0.035	0.12	0.15175	0.001
KN805539.1	520609	520667	1	-0.131250	12	0.0048	0.0037	0.46333	0.59458
KN805540.1	286626	286713	1	0.125500	10	0.16	0.12	0.316	0.1905
KN805547.1	343153	343273	1	-0.129000	10	0.31	0.42	0.701	0.83
KN805560.1	73934	73974	1	-0.170000	10	0.0019	0.016	0.4645	0.6345
KN805561.1	511060	511432	1	0.124545	11	0.011	0.0038	0.43568	0.31114
KN805563.1	28706	28777	1	-0.117813	16	0.015	0.043	0.023281	0.14109
KN805584.1	351636	351697	1	0.166000	10	0.001	0.0041	0.4915	0.3255
KN805595.1	422152	422193	1	-0.104250	10	0.052	0.053	0.6875	0.79175
KN805612.1	99418	99609	1	-0.218000	10	0.00084	9.2e-05	0.5375	0.7555
KN805627.1	8087	8248	1	-0.125000	10	0.061	0.24	0.56375	0.68875
KN805652.1	44045	44305	1	-0.133250	10	0.0033	0.0078	0.6685	0.80175
KN805658.1	30377	30443	1	0.100250	10	0.056	0.037	0.8525	0.75225
KN805664.1	131715	131890	1	0.138500	10	0.03	0.23	0.65125	0.51275
KN805673.1	567675	567949	1	-0.149750	10	0.036	0.053	0.782	0.93175
KN805689.1	140342	140464	1	-0.122500	10	0.017	0.12	0.77025	0.89275
KN805699.1	891768	891954	1	-0.146750	10	0.026	0.19	0.723	0.86975
KN805748.1	400360	400428	1	0.278000	10	0.023	0.0058	0.42425	0.14625
KN805766.1	408738	408837	1	0.113654	13	0.00023	0.0024	0.35731	0.24365
KN805783.1	72192	72250	1	-0.115750	10	0.072	0.29	0.5385	0.65425
KN805792.1	275308	275430	1	-0.149250	10	0.053	0.012	0.365	0.51425
KN805805.1	370701	370784	1	-0.119000	10	0.0089	0.069	0.75475	0.87375
KN805833.1	341914	341953	0.37	0.153958	12	6.3e-05	1e-05	0.26042	0.10646
KN805834.1	391991	392010	1	0.148500	10	0.58	0.29	0.23775	0.08925
KN805837.1	235574	235619	1	-0.141250	10	0.02	0.12	0.5845	0.72575
KN805849.1	60902	60947	1	-0.101250	10	0.1	0.15	0.688	0.78925
KN805855.1	158173	158222	1	-0.115000	10	0.27	0.75	0.65675	0.77175
KN805897.1	94482	94536	1	0.100250	10	0.058	0.065	0.8135	0.71325
