1	2	3	4	5	6	7	8	9	10
Funhe2EKm000004	2.48955587458346	2.95931665296805	1.95361225242085	3.0089003207573	2.26713652624348	3.0029957307929	2.05177999403851	2.23370799146839	2.57799344031128	2.41485157481949
Funhe2EKm000007	1.92027263419895	1.02260383364018	1.73636911365887	1.5794993930366	1.20569430575352	1.88245145529269	0.934136387092309	1.21478962508417	1.38280046529645	1.86511153951923
Funhe2EKm000010	5.16590000898021	5.86755828504828	5.52130445660571	6.5795581680172	5.74320500731827	5.87685551557703	5.22659514369893	5.39075720583455	4.89328185826042	5.22637992283315
Funhe2EKm000012	5.50709020043294	5.67506354536418	5.4926741166674	5.6296336778183	5.68450290818621	6.19104144036744	5.59996405675684	5.58877575474797	5.42860497440387	5.72844609662829
Funhe2EKm000013	3.09996648972816	2.63936234850884	3.32339325338049	3.07703823609386	2.63379114579429	2.70183667565513	3.32608729480317	2.93115318965496	2.78416105777741	2.6913337763482
Funhe2EKm000032	10.490799121874	10.7732490143702	10.8760304913535	10.7352179585247	10.7508443845581	10.4504214385687	10.8381060126237	10.9028159474792	10.7954983797343	10.5761181451335
Funhe2EKm000033	7.38643738640263	7.25505558013678	7.44955635326135	7.92475022089209	6.49129362219576	7.50705092650262	7.00040356900911	6.86900939562758	7.55536636955787	7.34572547813784
Funhe2EKm000042	6.83915774883156	6.88871919205032	6.31941163726936	6.82716690603219	7.04877604402104	6.83723700153535	7.17029316019116	7.01868047973397	6.89481634096776	7.13257385931274
Funhe2EKm000047	4.48398985989819	4.28469909565198	3.9471912893937	4.31636500512458	4.50686839906707	4.65732076462337	4.47669823392742	4.51017495195326	4.45091682757683	4.7099575294893
Funhe2EKm000048	4.35090321348216	4.23476967950696	4.16605744990967	4.75116116804467	3.93609155480368	3.89369887903941	4.74703231181085	4.30418192387602	3.82014336602531	4.47440339081622
Funhe2EKm000053	4.47488026008345	4.34869235402545	4.62234565672834	4.48886524608556	4.49503513725392	4.51844530644662	4.25461122036309	4.38117095427364	4.02369557606115	4.74067524255283
Funhe2EKm000054	3.27810701968695	2.95931665296805	3.1287415497371	3.17356655040209	3.45184971243374	1.30960963611844	1.10168668416093	2.55939017110658	2.21603015943166	1.53206247653297
Funhe2EKm000055	1.16062955113126	1.43005996769974	0.771908486670224	3.17356655040209	2.49809663284823	1.62427754859707	0.934136387092309	2.78013784529715	1.32528348405171	4.62469476403573
Funhe2EKm000065	3.57948059615265	3.49997823775982	3.37450326651492	3.624306810831	3.65693097594338	3.35498565604469	3.29183382539723	3.47150292009287	3.70083210982806	3.21338532477372
Funhe2EKm000066	3.77027296822734	2.68964830548285	3.39939493043237	3.20435888117604	3.90065112745824	3.35498565604469	4.68239632224259	3.68089127500191	4.0682030325661	3.57333133174371
Funhe2EKm000067	3.6620642218969	3.60851755249921	3.21539790552359	3.26403936309638	3.29690343134468	2.80936114498948	2.77657011820028	3.10463746283902	3.17451400919385	2.73266983382796
Funhe2EKm000069	4.28987990354871	4.09250432860762	4.3560521645054	4.3442833705197	4.55894883999863	4.72479656381081	4.24569137272539	4.38117095427364	4.2798032415004	4.3864866047974
Funhe2EKm000070	4.15949725086362	4.28469909565198	4.22294198525425	4.80237890364352	4.45283724556772	4.3290723634185	4.51432141811501	5.03342714223542	4.53577258423251	4.39937894685921
Funhe2EKm000075	3.69381796847954	3.25482776888274	3.66874788944747	2.65481939859357	3.09221014906941	3.69492261177236	3.37598926813348	3.91639007355243	3.2225622356494	3.32570527593698
Funhe2EKm000079	2.59421720867426	2.29412623299539	2.45887014683598	2.93738406179018	2.37437249607062	2.06710668277757	1.25178719574286	1.21478962508417	1.38280046529645	2.13551258248004
Funhe2EKm000081	4.10148995558632	3.78078526869079	4.01318442780256	4.31636500512458	4.58709014721425	4.21637369360253	4.48430177252819	4.4684423175237	4.65729037502136	4.37347801340264
Funhe2EKm000086	3.78508951718058	3.25482776888274	3.76765497030734	3.48076566711112	3.77906046144708	3.39696082665858	3.58844344010747	3.89554666078711	3.14156916871279	2.92325559506036
Funhe2EKm000088	2.12047224095797	2.08459896313301	2.2001903570048	2.51443330048901	2.26713652624348	1.95917216225699	2.20688948333632	2.26654707241561	2.52788287557169	2.07251379166921
Funhe2EKm000089	4.6469650091315	4.20049681563814	5.16271446852685	5.15742805916223	5.12130685555496	5.23339492573177	4.99072150979005	4.97501718894613	5.49205439701697	5.02482275063245
Funhe2EKm000090	4.12497348726195	3.1509738221232	4.44242226289	3.89357409075134	3.75941008170252	3.51602127983347	3.27439720706999	3.25948166478984	3.00170816006398	3.42990874130743
Funhe2EKm000091	7.37424076328847	7.66161865491133	7.16927617475813	7.34690884867524	7.42124176529006	7.00721594113434	7.8857743219737	7.73137840072878	7.27875838402451	6.90966789340254
Funhe2EKm000092	3.6780284559992	4.23476967950696	3.39939493043237	3.71263446632357	3.67801743091561	3.23668738005833	3.48612362902555	3.39930557747147	3.40019179922588	2.92325559506036
Funhe2EKm000095	9.71986103608641	9.92086484744067	9.26109715200689	9.7051469645808	9.54861100378985	8.23613145916893	8.90103700884643	8.70300571524794	9.05273290331687	8.95664699007003
Funhe2EKm000104	7.84281687550728	8.11350394261752	8.00011726338205	7.66871474315512	8.06245225719995	7.90691250960182	8.61662953354172	8.57120533212107	7.85244463305615	8.1627505267966
Funhe2EKm000105	2.56016681346801	2.73824039191547	2.14238327130807	2.05538608330245	2.44987261593281	2.37777412328902	1.68029746348407	2.13045248743267	1.43811201935768	2.64877833571097
Funhe2EKm000106	3.49188109393089	3.22103369669796	3.62720494701249	3.32134878115097	3.36349792767419	3.23668738005833	2.84903357210382	2.88959454277435	2.84681845479443	3.72441487109622
Funhe2EKm000127	6.9858494656567	6.60082170354848	6.21461688582463	7.05753799757216	6.34240411571211	4.54979341006264	6.38071731516593	4.43271857523107	4.40307008108203	4.7305085029626
Funhe2EKm000131	2.25426905971774	2.78524901414685	2.01931890288899	2.24503688434863	2.23903408420929	2.32076332421527	2.16964734016831	1.81239189427438	2.67327704753014	2.41485157481949
Funhe2EKm000133	5.63527306341293	5.76575567550873	5.80827255946897	5.35561537645056	5.73316600989392	5.67557431764904	5.47578162250408	5.72201340705919	5.47562584126456	5.73862732928635
Funhe2EKm000137	2.69179667610601	1.7474200462195	2.97163669397451	2.60952509329345	2.92589100772999	3.79249932416802	2.9838781937722	3.10463746283902	3.20672329921224	2.46476989025234
Funhe2EKm000138	2.48955587458346	4.14751080428847	3.78664796998575	2.82298847614025	3.76926872757454	2.92863067277642	3.23887871906433	3.25948166478984	3.55832905412177	3.84240564385783
Funhe2EKm000154	2.56016681346801	1.17157916012846	2.01931890288899	2.12141217010129	1.69379672344086	1.52681994371487	1.17868815005861	1.89871831086193	2.30797948437502	1.93760946196484
Funhe2EKm000158	5.93671940934583	5.47454568297688	6.32591818207922	5.51762835663451	4.68408247400477	7.1064792335882	5.73675462526448	6.03477612607873	5.32236879634029	5.8833051459459
Funhe2EKm000159	1.48489416279561	2.08459896313301	2.45887014683598	2.56276252361789	2.63379114579429	3.12456814215912	2.50479167313836	2.36080426286282	2.3944179508721	3.02658547273068
Funhe2EKm000160	1.55572811278436	2.22760851089544	2.25577013997474	1.75615098423001	1.3701969660652	2.19950262044873	1.6263392674746	2.26654707241561	1.93763649628114	2.46476989025234
Funhe2EKm000164	6.20809458153249	6.42274062740793	6.19697809967795	6.17170047167296	6.20751315883933	5.68971523153815	6.5587133423902	6.14484792642437	6.42931104337919	5.90606795379262
Funhe2EKm000167	4.02865485263418	3.95536095240292	3.74840858939017	3.94917316148815	4.13219110654524	3.87401891296182	4.28974913879411	4.03549670579864	3.90110901566563	4.11671277953834
Funhe2EKm000172	2.6599979153997	2.35771174848137	2.71826563848342	2.65481939859357	3.21270717537544	2.9475843781201	2.61971576945806	2.93115318965496	3.2992490265328	2.77285444635246
Funhe2EKm000173	3.3194055797659	3.32012998209693	3.09865949721219	3.50570302924189	2.39998073532869	3.14112858818557	3.0051759931966	2.868357492662	3.23822916761029	2.46476989025234
Funhe2EKm000174	4.68695992096787	4.37965508051064	4.66402675477616	4.48886524608556	4.70990657146347	4.73574196693183	4.68239632224259	4.6095121789686	4.58561452261791	4.34710356228072
Funhe2EKm000175	3.398616791454	3.2878483242418	3.68907921355152	3.29297862233891	3.32391121452511	3.95117754929228	3.71015890313482	3.69302154589333	3.63133934511516	3.84240564385783
