KN805526.1	5049672	5049759	1	-0.147250	10	0.055	0.12	0.303	0.45025
KN805621.1	421824	421911	0.58	-0.284936	13	2.1e-06	2.9e-05	0.34103	0.62596
KN805657.1	49023	49069	1	0.315167	10	0.00011	0.00065	0.38067	0.0655
KN805750.1	30905	31034	1	-0.133167	10	0.064	0.18	0.028333	0.1615
KN805872.1	27144	27190	1	0.332083	10	6.1e-06	0.00026	0.38333	0.05125
KN805895.1	180754	181054	1	0.157750	10	0.069	0.34	0.194	0.03625
KN805955.1	176785	176946	1	-0.235500	10	0.0079	0.0079	0.093	0.3285
KN805955.1	225774	225881	1	0.196795	13	0.0089	0.026	0.21026	0.013462
KN806046.1	85691	85737	1	0.121500	10	0.0011	0.0014	0.818	0.6965
KN806101.1	90181	90210	1	-0.109250	10	0.29	0.69	0.04	0.14925
KN806507.1	6729	7021	1	-0.142500	10	0.053	0.076	0.048	0.1905
KN806932.1	34456	34729	0.033	-0.270357	14	4.9e-08	1.7e-06	0.49357	0.76393
KN807253.1	19326	19410	1	-0.130250	10	0.013	0.02	0.002	0.13225
KN807270.1	21425	21638	1	0.141000	10	0.13	0.52	0.747	0.606
KN807415.1	12265	12368	1	-0.258500	10	0.0053	0.016	0.028	0.2865
KN811292.1	896729	896814	1	-0.221250	10	0.026	0.065	0.036	0.25725
KN811298.1	675265	675460	1	-0.109271	16	0.04	0.033	0.14979	0.25906
KN811317.1	202899	203108	0.12	-0.256833	10	2.3e-05	6e-06	0.10067	0.3575
KN811321.1	2451726	2451982	1	-0.108409	11	0.086	0.087	0.61364	0.72205
KN811346.1	1180121	1180336	1	0.101389	12	0.0047	0.038	0.14556	0.044167
KN811355.1	861958	861978	1	-0.133833	10	0.013	0.0045	0.18167	0.3155
KN811365.1	1011890	1011991	1	-0.327121	11	0.0011	0.00093	0.18424	0.51136
KN811371.1	994906	994996	1	-0.115083	10	0.0055	0.016	0.018667	0.13375
KN811372.1	2097478	2097540	1	-0.160069	12	0.00094	0.0034	0.047222	0.20729
KN811372.1	4510005	4510122	1	-0.101000	10	0.021	0.039	0.093	0.194
KN811381.1	816087	816137	1	-0.210750	10	0.042	0.23	0.279	0.48975
KN811416.1	979675	979764	1	-0.162000	10	0.018	0.0064	0.084	0.246
KN811494.1	165891	166065	0.94	-0.431167	10	3.1e-06	4.7e-05	0.16733	0.5985
KN811508.1	219872	219919	1	-0.264417	10	0.0041	0.0012	0.35233	0.61675
KN811549.1	19425	19479	1	-0.236458	12	0.0018	0.002	0.040833	0.27729
